Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Predicted_AI_Impact
Welding Supervisor,25,234,821,0.2850182704019488,Supply Chain & Logistics,21.35
Account Representative,25,211,1581,0.133459835547122,Law Enforcement,24.27
Area Supervisor,25,217,1508,0.1438992042440318,Construction,27.606666666666666
Assistant Facility Manager,25,231,1547,0.1493212669683258,Sales & Marketing,27.016666666666666
Business Support,25,269,1795,0.1498607242339832,Hospitality,23.976666666666667
Counter Manager,25,170,1337,0.1271503365744203,Communication & PR,52.8
Facilitator,25,287,2002,0.1433566433566433,Data & IT,28.373333333333335
Facilities Management,25,261,1856,0.140625,Administrative & Clerical,25.33
Master Scheduler,25,491,1471,0.3337865397688647,Leadership & Strategy,28.916666666666668
Office Support,25,615,1612,0.3815136476426799,Medical & Healthcare,26.023333333333333
Program Officer,25,722,1874,0.3852721451440768,Supply Chain & Logistics,25.206666666666667
Program Specialist,25,737,1916,0.3846555323590814,Law Enforcement,26.376666666666665
Recovery Specialist,25,569,1670,0.3407185628742515,Construction,30.276666666666667
Retention Specialist,25,551,1584,0.3478535353535353,Sales & Marketing,27.35
Senior Administrative Assistant,25,546,1705,0.3202346041055718,Hospitality,25.9
Study Coordinator,25,588,1705,0.3448680351906158,Communication & PR,27.94333333333333
Team Coordinator,25,598,1775,0.3369014084507042,Data & IT,30.46
Freight Associate,25,214,1722,0.1242740998838559,Administrative & Clerical,37.59
Freight Coordinator,25,246,1828,0.1345733041575492,Leadership & Strategy,24.62
Loader,25,108,908,0.118942731277533,Medical & Healthcare,31.466666666666665
Mover,25,165,625,0.264,Supply Chain & Logistics,26.643333333333334
Parts Runner,25,205,681,0.3010279001468429,Law Enforcement,21.8
Transportation Inspector,25,257,921,0.2790445168295331,Construction,24.37
Banquet Chef,25,131,1071,0.1223155929038282,Sales & Marketing,31.383333333333333
Beverage Manager,25,166,1278,0.1298904538341158,Hospitality,28.733333333333334
Casino,25,145,1133,0.1279788172992056,Communication & PR,27.826666666666668
Casino Host,25,183,1397,0.1309949892627058,Data & IT,29.163333333333334
Catering Chef,25,137,1079,0.1269694161260426,Administrative & Clerical,31.07
Chef De Cuisine,25,132,1016,0.1299212598425196,Leadership & Strategy,37.0
Chef De Partie,25,134,1050,0.1276190476190476,Medical & Healthcare,31.366666666666667
Crew Chief,25,109,879,0.124004550625711,Supply Chain & Logistics,36.72
Dining Room Manager,25,175,1342,0.1304023845007451,Law Enforcement,28.56
Executive Housekeeper,25,201,1261,0.1593973037272006,Construction,26.416666666666668
Food Prep,25,129,1314,0.0981735159817351,Sales & Marketing,28.52
Food Service Supervisor,25,195,1337,0.1458489154824233,Hospitality,28.25
Food Service Worker,25,154,1144,0.1346153846153846,Communication & PR,40.35666666666667
Food Worker,25,109,864,0.1261574074074074,Data & IT,48.74
Houseperson,25,92,844,0.1090047393364928,Administrative & Clerical,35.32333333333333
Kitchen Assistant,25,95,1082,0.0878003696857671,Leadership & Strategy,33.0
Kitchen Staff,25,96,792,0.1212121212121212,Medical & Healthcare,35.71666666666667
Kitchen Steward,25,92,725,0.1268965517241379,Supply Chain & Logistics,31.366666666666667
Warehouse Technician,25,390,1182,0.3299492385786802,Law Enforcement,27.173333333333332
Environmental Consultant,25,229,1840,0.1244565217391304,Construction,34.15
Organizational Development Consultant,25,741,2138,0.3465855940130963,Sales & Marketing,27.996666666666666
Service Consultant,25,601,1719,0.3496218731820826,Hospitality,25.42
Call Center Agent,25,296,1897,0.1560358460727464,Communication & PR,29.343333333333334
Call Center Operator,25,296,1897,0.1560358460727464,Data & IT,27.793333333333333
Collections Agent,25,265,1744,0.1519495412844036,Administrative & Clerical,25.39666666666667
Customer Support Manager,25,281,1747,0.160847166571265,Leadership & Strategy,24.213333333333335
Customer Support Representative,25,313,1911,0.1637885923600209,Medical & Healthcare,25.69333333333333
Solutions Engineer,25,904,2370,0.3814345991561181,Supply Chain & Logistics,25.666666666666668
Advertising Sales,25,240,1570,0.1528662420382165,Law Enforcement,25.68
Commercial Manager,25,264,1735,0.1521613832853026,Construction,26.073333333333334
Community Manager,25,335,1928,0.1737551867219917,Sales & Marketing,25.236666666666668
Digital Producer,25,373,2471,0.150951031970862,Hospitality,26.0
Lead Generator,25,479,2883,0.1661463753035033,Communication & PR,23.986666666666668
Marketing Associate,25,586,3251,0.1802522300830513,Data & IT,24.733333333333334
Marketing Communications,25,581,3233,0.1797092483761212,Administrative & Clerical,24.526666666666667
Marketing Communications Manager,25,578,3227,0.1791137279206693,Leadership & Strategy,24.616666666666667
Marketing Communications Specialist,25,586,3251,0.1802522300830513,Medical & Healthcare,24.7
Marketing Engineer,25,590,3260,0.1809815950920245,Supply Chain & Logistics,24.576666666666668
Media Director,25,770,2159,0.3566465956461325,Law Enforcement,26.346666666666668
Media Planner,25,813,2673,0.3041526374859708,Construction,30.166666666666668
Print Production Manager,25,701,2336,0.3000856164383562,Sales & Marketing,30.18
Social Media Director,25,1009,3039,0.3320171108917407,Hospitality,36.516666666666666
Wedding Planner,25,787,2506,0.3140462889066241,Communication & PR,27.266666666666666
Product Coordinator,25,749,2026,0.3696939782823297,Data & IT,26.096666666666668
Project Assistant,25,817,2252,0.3627886323268206,Administrative & Clerical,26.266666666666666
Bakery Clerk,25,138,1207,0.1143330571665285,Leadership & Strategy,29.233333333333334
Bench Jeweler,25,95,766,0.1240208877284595,Medical & Healthcare,43.77
Grocery Stocker,25,147,1023,0.1436950146627566,Supply Chain & Logistics,28.366666666666667
Merchandiser,25,658,1759,0.374076179647527,Law Enforcement,26.513333333333332
Retail Consultant,25,655,1808,0.3622787610619469,Construction,26.323333333333334
Retail Merchandiser,25,604,1578,0.3827629911280101,Sales & Marketing,25.66
Retail Sales,25,572,1448,0.3950276243093922,Hospitality,25.64666666666667
Retail Sales Associate,25,561,1422,0.3945147679324894,Communication & PR,27.206666666666667
Retail Sales Manager,25,649,1685,0.3851632047477745,Data & IT,26.136666666666667
Retail Salesperson,25,558,1409,0.3960255500354862,Administrative & Clerical,27.883333333333333
Retail Specialist,25,586,1618,0.3621755253399258,Leadership & Strategy,25.403333333333332
Sales Merchandiser,25,591,1562,0.3783610755441741,Medical & Healthcare,26.336666666666666
Stocker,25,285,1041,0.2737752161383285,Supply Chain & Logistics,24.55666666666667
Visual Merchandising Manager,25,760,2277,0.3337725076855511,Law Enforcement,31.266666666666666
Boilermaker,25,59,495,0.1191919191919192,Construction,27.116666666666667
Construction Consultant,25,206,1450,0.1420689655172413,Sales & Marketing,23.92
Elevator Mechanic,25,58,490,0.1183673469387755,Hospitality,31.383333333333333
Home Builder,25,199,1646,0.1208991494532199,Communication & PR,40.026666666666664
Pipe Fitter,25,232,879,0.2639362912400455,Data & IT,25.303333333333335
Insurance Verification Specialist,25,292,2021,0.144482929242949,Administrative & Clerical,26.413333333333334
Lead Engineer,25,291,1884,0.1544585987261146,Leadership & Strategy,27.366666666666667
Lead Software Engineer,25,287,1861,0.1542181622783449,Medical & Healthcare,26.206666666666667
Python Developer,25,541,1469,0.3682777399591559,Supply Chain & Logistics,32.07
Senior Software Developer,25,952,2436,0.3908045977011494,Law Enforcement,26.723333333333333
Senior Software Engineer,25,950,2434,0.390304026294166,Construction,27.653333333333332
Software Developer,25,946,2429,0.3894606834088102,Sales & Marketing,27.063333333333333
Web Architect,25,1067,2752,0.3877180232558139,Hospitality,25.60333333333333
Business Intelligence Manager,25,235,1554,0.1512226512226512,Communication & PR,25.64666666666667
Business Process Analyst,25,261,2008,0.1299800796812749,Data & IT,29.89
Erp Consultant,25,270,1842,0.1465798045602606,Administrative & Clerical,25.61
Microstrategy Developer,25,533,1457,0.3658201784488675,Leadership & Strategy,28.593333333333334
Research Manager,25,994,2806,0.3542409123307198,Medical & Healthcare,25.926666666666666
Researcher,25,1028,2939,0.3497788363388908,Supply Chain & Logistics,25.786666666666665
Senior Analyst,25,809,2272,0.3560739436619718,Law Enforcement,25.276666666666667
Server Administrator,25,884,2331,0.3792363792363792,Construction,25.816666666666666
3D Designer,25,272,1956,0.1390593047034765,Sales & Marketing,24.66
Junior Designer,25,390,2388,0.1633165829145728,Hospitality,24.846666666666668
Senior Designer,25,907,2523,0.3594926674593737,Communication & PR,26.163333333333334
Benefits Specialist,25,217,1444,0.1502770083102493,Data & IT,26.73
Driver Recruiter,25,175,1148,0.1524390243902439,Administrative & Clerical,27.826666666666668
Hr Generalist,25,368,2189,0.1681132937414344,Leadership & Strategy,25.45
Human Resources Business Partner,25,366,2234,0.1638316920322292,Medical & Healthcare,25.66
Human Resources Executive,25,355,2093,0.1696129956999522,Supply Chain & Logistics,26.566666666666666
Human Resources Generalist,25,371,2244,0.1653297682709447,Law Enforcement,25.606666666666666
Medical Recruiter,25,800,2214,0.3613369467028003,Construction,25.35
Payroll Manager,25,688,2069,0.3325277912034799,Sales & Marketing,30.666666666666668
Workforce Manager,25,617,1757,0.3511667615253273,Hospitality,25.76
Digital Court Reporter,25,200,1330,0.150375939849624,Communication & PR,26.733333333333334
Legal Administrator,25,285,1844,0.1545553145336225,Data & IT,26.55
Legal Clerk,25,275,1582,0.1738305941845765,Administrative & Clerical,26.083333333333332
Legal Editor,25,347,2167,0.1601292108906322,Leadership & Strategy,26.323333333333334
Legal Officer,25,295,1961,0.1504334523202447,Medical & Healthcare,25.113333333333333
Personal Injury Attorney,25,423,1288,0.328416149068323,Supply Chain & Logistics,35.31333333333333
Trial Attorney,25,377,1152,0.3272569444444444,Law Enforcement,25.746666666666666
Animal Control Officer,25,161,1239,0.1299435028248587,Construction,33.45666666666666
Veterinary Assistant,25,285,898,0.3173719376391982,Sales & Marketing,27.166666666666668
Community Health Worker,25,227,1556,0.1458868894601542,Hospitality,24.583333333333332
Community Liaison,25,246,1602,0.1535580524344569,Communication & PR,30.85333333333333
Family Advocate,25,295,2066,0.1427879961277831,Data & IT,30.11
Peer Support Specialist,25,524,1571,0.3335455124124761,Administrative & Clerical,29.583333333333332
Victim Advocate,25,462,1328,0.3478915662650602,Leadership & Strategy,28.163333333333334
Recreation Specialist,25,607,1585,0.3829652996845425,Medical & Healthcare,25.9
Sports,25,575,1415,0.4063604240282685,Supply Chain & Logistics,25.836666666666666
Apartment Leasing Agent,25,240,1595,0.1504702194357366,Law Enforcement,26.14
Apartment Property Manager,25,233,1537,0.1515940143135979,Construction,26.883333333333333
Commercial Property Manager,25,224,1516,0.1477572559366754,Sales & Marketing,25.816666666666666
Housing Counselor,25,255,1802,0.1415094339622641,Hospitality,25.883333333333333
Leasing Agent,25,281,1933,0.1453698913605794,Communication & PR,25.18
Leasing Consultant,25,280,1933,0.1448525607863424,Data & IT,25.213333333333335
Leasing Specialist,25,285,1943,0.1466803911477097,Administrative & Clerical,25.036666666666665
Regional Property Manager,25,627,1724,0.3636890951276102,Leadership & Strategy,27.636666666666667
Security Guard,25,245,869,0.2819332566168009,Medical & Healthcare,24.606666666666666
Senior Planner,25,604,1618,0.3733003708281829,Supply Chain & Logistics,25.106666666666666
Title Officer,25,532,1467,0.3626448534423994,Law Enforcement,28.6
Transaction Coordinator,25,652,1836,0.355119825708061,Construction,26.136666666666667
Certified Phlebotomy Technician,25,136,889,0.1529808773903262,Sales & Marketing,33.57
Clinical Technician,25,154,1236,0.1245954692556634,Hospitality,26.996666666666666
Environmental Planner,25,268,1848,0.145021645021645,Communication & PR,24.78
Health Physicist,25,233,1701,0.1369782480893592,Data & IT,26.37
Industrial Hygienist,25,241,1794,0.1343366778149387,Administrative & Clerical,27.38
Laboratory Manager,25,277,1897,0.1460200316288877,Leadership & Strategy,25.463333333333335
Library Clerk,25,245,1394,0.1757532281205165,Medical & Healthcare,24.1
Meteorologist,25,320,1074,0.297951582867784,Supply Chain & Logistics,26.283333333333335
Microbiology Technician,25,378,1223,0.3090760425183974,Law Enforcement,24.703333333333333
Renewable Energy,25,348,1115,0.3121076233183856,Construction,27.416666666666668
Scientist,25,315,1068,0.2949438202247191,Sales & Marketing,32.44
Seismologist,25,268,988,0.2712550607287449,Hospitality,28.456666666666667
Accounting Administrator,25,219,1577,0.1388712745719721,Communication & PR,44.7
Accounting Director,25,194,1417,0.136908962597036,Data & IT,25.4
Accounts Payable Coordinator,25,225,1585,0.1419558359621451,Administrative & Clerical,25.303333333333335
Acquisition Specialist,25,202,1427,0.1415557112824106,Leadership & Strategy,26.37
Aml Analyst,25,205,1409,0.1454932576295244,Medical & Healthcare,27.606666666666666
Assistant Controller,25,225,1504,0.1496010638297872,Supply Chain & Logistics,29.246666666666666
Banking Analyst,25,218,1530,0.1424836601307189,Law Enforcement,25.343333333333334
Business Banker,25,209,1452,0.1439393939393939,Construction,26.243333333333332
Commercial Banker,25,209,1447,0.1444367657221838,Sales & Marketing,24.63
Economist,25,214,1450,0.1475862068965517,Hospitality,25.766666666666666
Fund Manager,25,285,1874,0.1520811099252935,Communication & PR,25.066666666666666
Investment Banker,25,277,1869,0.1482075976457998,Data & IT,24.866666666666667
Junior Accountant,25,282,1921,0.1467985424258198,Administrative & Clerical,26.83
Loan Originator,25,292,1940,0.1505154639175257,Leadership & Strategy,24.013333333333332
Procurement Administrator,25,577,1652,0.349273607748184,Medical & Healthcare,26.8
Senior Credit Analyst,25,571,1601,0.3566520924422236,Supply Chain & Logistics,25.493333333333332
Treasurer,25,417,1271,0.3280881195908733,Law Enforcement,26.36
Trust Officer,25,426,1258,0.3386327503974563,Construction,27.996666666666666
Cancer Registrar,25,179,1323,0.1352985638699924,Sales & Marketing,30.19
Clinical Liaison,25,221,1520,0.1453947368421052,Hospitality,25.966666666666665
Pattern Maker,25,194,1674,0.1158900836320191,Communication & PR,32.55
Product Design Engineer,25,260,1939,0.1340897369778236,Data & IT,27.703333333333333
Stock Clerk,25,151,1036,0.1457528957528957,Administrative & Clerical,38.89666666666667
Center Manager,25,209,1542,0.1355382619974059,Leadership & Strategy,25.333333333333332
Transportation Supervisor,25,179,1419,0.1261451726568005,Medical & Healthcare,32.46
Warehouse Assistant,25,167,1187,0.1406908171861836,Supply Chain & Logistics,27.49
DBA,25,172,1322,0.1301059001512859,Law Enforcement,27.696666666666665
Chief Development Officer,25,180,1347,0.133630289532294,Construction,31.763333333333332
Business Director,25,186,1358,0.1369661266568483,Sales & Marketing,28.666666666666668
