Job titiles,Domain,AI Impact,Model_AI_Impact,Job_Resilience_Score,Resilience_Level
Molecular Biologist,Hospitality,20,26.12333333333333,73.87666666666667,High Resilience
Molecular Technologist,Communication & PR,20,23.5,76.5,High Resilience
Organic Chemist,Data & IT,20,31.576666666666668,68.42333333333333,Medium Resilience
Production Chemist,Administrative & Clerical,20,22.366666666666667,77.63333333333333,High Resilience
Research Chemist,Leadership & Strategy,20,26.03333333333333,73.96666666666667,High Resilience
Research Consultant,Medical & Healthcare,20,33.18333333333333,66.81666666666666,Medium Resilience
Resource Specialist,Supply Chain & Logistics,20,21.43,78.57,High Resilience
Senior Scientist,Law Enforcement,20,28.65333333333333,71.34666666666666,High Resilience
Soil Scientist,Construction,20,59.51,40.49,Medium Resilience
Toxicologist,Sales & Marketing,20,29.186666666666667,70.81333333333333,High Resilience
Client Relationship Manager,Hospitality,20,21.08333333333333,78.91666666666667,High Resilience
Financial Planner,Communication & PR,20,22.60333333333333,77.39666666666668,High Resilience
Inventory Accountant,Data & IT,20,24.94,75.06,High Resilience
Inventory Auditor,Administrative & Clerical,20,23.41333333333333,76.58666666666667,High Resilience
Investment Advisor,Leadership & Strategy,20,22.14333333333333,77.85666666666667,High Resilience
Investment Specialist,Medical & Healthcare,20,25.256666666666668,74.74333333333334,High Resilience
Loan Administrator,Supply Chain & Logistics,20,25.183333333333334,74.81666666666666,High Resilience
Loan Coordinator,Law Enforcement,20,34.876666666666665,65.12333333333333,Medium Resilience
Loan Servicing Specialist,Construction,20,23.426666666666662,76.57333333333334,High Resilience
Mortgage Assistant,Sales & Marketing,20,23.94333333333333,76.05666666666667,High Resilience
Mortgage Banker,Hospitality,20,42.46,57.54,Medium Resilience
Mortgage Originator,Communication & PR,20,26.49,73.51,High Resilience
Payroll Accountant,Data & IT,20,24.23333333333333,75.76666666666667,High Resilience
Payroll Analyst,Administrative & Clerical,20,20.2,79.8,High Resilience
Payroll Coordinator,Leadership & Strategy,20,21.166666666666668,78.83333333333333,High Resilience
Payroll Specialist,Medical & Healthcare,20,20.633333333333333,79.36666666666667,High Resilience
Portfolio Manager,Supply Chain & Logistics,20,24.286666666666665,75.71333333333334,High Resilience
Production Accountant,Law Enforcement,20,24.91333333333333,75.08666666666667,High Resilience
Property Accountant,Construction,20,26.093333333333334,73.90666666666667,High Resilience
Real Estate Accountant,Sales & Marketing,20,40.13666666666666,59.86333333333334,Medium Resilience
Reconciliation Specialist,Hospitality,20,20.67333333333333,79.32666666666667,High Resilience
Revenue Accountant,Communication & PR,20,22.936666666666667,77.06333333333333,High Resilience
Revenue Analyst,Data & IT,20,24.53,75.47,High Resilience
Senior Financial Analyst,Administrative & Clerical,20,31.726666666666667,68.27333333333334,Medium Resilience
Staff Accountant,Leadership & Strategy,20,25.086666666666662,74.91333333333334,High Resilience
Universal Banker,Medical & Healthcare,20,28.086666666666662,71.91333333333334,High Resilience
Chief Medical Officer,Supply Chain & Logistics,20,20.5,79.5,High Resilience
Clinical Social Worker,Law Enforcement,20,20.65,79.35,High Resilience
Metallurgist,Construction,20,32.65,67.35,Medium Resilience
Mining Engineer,Sales & Marketing,20,22.876666666666665,77.12333333333333,High Resilience
Naval Architect,Hospitality,20,22.8,77.2,High Resilience
Pipeline Engineer,Communication & PR,20,37.62,62.38,Medium Resilience
Piping Designer,Data & IT,20,25.126666666666665,74.87333333333333,High Resilience
Piping Engineer,Administrative & Clerical,20,22.383333333333333,77.61666666666667,High Resilience
Power Engineer,Leadership & Strategy,20,27.53,72.47,High Resilience
Process Safety Engineer,Medical & Healthcare,20,28.496666666666663,71.50333333333333,High Resilience
Recording Engineer,Supply Chain & Logistics,20,22.48333333333333,77.51666666666667,High Resilience
Reservoir Engineer,Law Enforcement,20,26.166666666666668,73.83333333333333,High Resilience
Safety Engineer,Construction,20,31.266666666666666,68.73333333333333,Medium Resilience
Traffic Engineer,Sales & Marketing,20,42.74,57.26,Medium Resilience
Transmission Engineer,Hospitality,20,21.62333333333333,78.37666666666667,High Resilience
Utility Engineer,Communication & PR,20,23.1,76.9,High Resilience
Water Engineer,Data & IT,20,22.726666666666667,77.27333333333334,High Resilience
Welding Engineer,Administrative & Clerical,20,24.51333333333333,75.48666666666668,High Resilience
Department Manager,Leadership & Strategy,20,21.4,78.6,High Resilience
Facilities Manager,Medical & Healthcare,20,28.52,71.48,High Resilience
Facility Technician,Supply Chain & Logistics,20,34.92,65.08,Medium Resilience
Knowledge Management Specialist,Law Enforcement,20,24.0,76.0,High Resilience
Meeting Planner,Construction,20,60.64333333333333,39.35666666666667,Low Resilience
Office Assistant,Sales & Marketing,20,24.53333333333333,75.46666666666667,High Resilience
Planner,Hospitality,20,33.81666666666667,66.18333333333334,Medium Resilience
Program Assistant,Communication & PR,20,26.94,73.06,High Resilience
Scheduling Manager,Data & IT,20,22.86,77.14,High Resilience
Unit Assistant,Administrative & Clerical,20,32.02,67.97999999999999,Medium Resilience
Car Porter,Leadership & Strategy,20,21.55,78.45,High Resilience
Driver Helper,Sales & Marketing,20,32.733333333333334,67.26666666666667,Medium Resilience
Locomotive Engineer,Hospitality,20,22.216666666666665,77.78333333333333,High Resilience
Messenger,Communication & PR,20,25.4,74.6,High Resilience
Test Driver,Data & IT,20,28.946666666666665,71.05333333333334,High Resilience
Test Pilot,Administrative & Clerical,20,43.7,56.3,Medium Resilience
Train Conductor,Leadership & Strategy,20,27.95,72.05,High Resilience
Train Engineer,Medical & Healthcare,20,25.28333333333333,74.71666666666667,High Resilience
Transportation Engineer,Supply Chain & Logistics,20,22.51333333333333,77.48666666666668,High Resilience
Cocktail Server,Law Enforcement,20,19.883333333333333,80.11666666666667,High Resilience
Coffee Roaster,Construction,20,20.25,79.75,High Resilience
Executive Steward,Sales & Marketing,20,29.77,70.23,High Resilience
Food Service Specialist,Hospitality,20,24.883333333333333,75.11666666666667,High Resilience
Grill Cook,Communication & PR,20,30.683333333333334,69.31666666666666,Medium Resilience
Guide,Data & IT,20,25.3,74.7,High Resilience
Head Chef,Administrative & Clerical,20,32.25,67.75,Medium Resilience
House Manager,Leadership & Strategy,20,33.833333333333336,66.16666666666666,Medium Resilience
Houseman,Medical & Healthcare,20,21.87333333333333,78.12666666666667,High Resilience
Kitchen Hand,Supply Chain & Logistics,20,20.183333333333334,79.81666666666666,High Resilience
Kitchen Helper,Law Enforcement,20,20.366666666666667,79.63333333333333,High Resilience
Kitchen Worker,Construction,20,21.593333333333334,78.40666666666667,High Resilience
After School Teacher,Sales & Marketing,20,35.0,65.0,Medium Resilience
Chemistry Teacher,Hospitality,20,22.35,77.65,High Resilience
Chinese Teacher,Communication & PR,20,20.116666666666667,79.88333333333333,High Resilience
Classroom Teacher,Data & IT,20,20.3,79.7,High Resilience
College Advisor,Administrative & Clerical,20,20.133333333333333,79.86666666666667,High Resilience
College Counselor,Leadership & Strategy,20,20.133333333333333,79.86666666666667,High Resilience
Cosmetology Instructor,Medical & Healthcare,20,20.23333333333333,79.76666666666667,High Resilience
Cosmetology Teacher,Supply Chain & Logistics,20,20.25,79.75,High Resilience
Director Of Admissions,Law Enforcement,20,20.183333333333334,79.81666666666666,High Resilience
Director Of Training,Construction,20,20.2,79.8,High Resilience
Drama Teacher,Sales & Marketing,20,23.633333333333333,76.36666666666667,High Resilience
Education Teacher,Hospitality,20,31.156666666666663,68.84333333333333,Medium Resilience
Educator,Communication & PR,20,28.82,71.18,High Resilience
Elementary Music Teacher,Data & IT,20,29.626666666666665,70.37333333333333,High Resilience
Elementary School Teacher,Administrative & Clerical,20,35.3,64.7,Medium Resilience
English Instructor,Leadership & Strategy,20,27.906666666666663,72.09333333333333,High Resilience
English Teacher,Medical & Healthcare,20,26.14,73.86,High Resilience
Esl Instructor,Supply Chain & Logistics,20,34.73,65.27000000000001,Medium Resilience
Esl Teacher,Law Enforcement,20,26.55,73.45,High Resilience
Family Consumer Science Teacher,Construction,20,30.99333333333333,69.00666666666667,Medium Resilience
French Teacher,Sales & Marketing,20,25.156666666666663,74.84333333333333,High Resilience
Ged Instructor,Hospitality,20,24.0,76.0,High Resilience
German Teacher,Communication & PR,20,26.48333333333333,73.51666666666667,High Resilience
Health Teacher,Data & IT,20,31.13,68.87,Medium Resilience
Hebrew Teacher,Administrative & Clerical,20,37.333333333333336,62.666666666666664,Medium Resilience
Instructional Coach,Leadership & Strategy,20,24.0,76.0,High Resilience
Language Specialist,Medical & Healthcare,20,25.30333333333333,74.69666666666667,High Resilience
Learning Specialist,Supply Chain & Logistics,20,26.796666666666667,73.20333333333333,High Resilience
Literacy Specialist,Law Enforcement,20,23.166666666666668,76.83333333333333,High Resilience
Museum Educator,Construction,20,22.05333333333333,77.94666666666667,High Resilience
Parent Educator,Sales & Marketing,20,31.98,68.02,Medium Resilience
Proctor,Hospitality,20,38.06333333333333,61.93666666666667,Medium Resilience
Provost,Communication & PR,20,30.363333333333333,69.63666666666667,Medium Resilience
Public Health Educator,Data & IT,20,27.79,72.21000000000001,High Resilience
Reading Specialist,Administrative & Clerical,20,36.0,64.0,Medium Resilience
Recreation Supervisor,Leadership & Strategy,20,25.82333333333333,74.17666666666668,High Resilience
School Aide,Medical & Healthcare,20,23.12,76.88,High Resilience
School Principal,Supply Chain & Logistics,20,21.4,78.6,High Resilience
Student Advisor,Law Enforcement,20,23.78333333333333,76.21666666666667,High Resilience
Student Counselor,Construction,20,28.83333333333333,71.16666666666667,High Resilience
Study Abroad Advisor,Sales & Marketing,20,25.343333333333334,74.65666666666667,High Resilience
University Counselor,Hospitality,20,24.856666666666666,75.14333333333333,High Resilience
Film,Communication & PR,20,26.74333333333333,73.25666666666667,High Resilience
Floral Designer,Data & IT,20,25.063333333333333,74.93666666666667,High Resilience
Florist,Administrative & Clerical,20,28.343333333333334,71.65666666666667,High Resilience
Freelance Artist,Leadership & Strategy,20,22.476666666666667,77.52333333333334,High Resilience
Freelance Makeup Artist,Medical & Healthcare,20,22.916666666666668,77.08333333333333,High Resilience
Freelance Photographer,Supply Chain & Logistics,20,21.736666666666668,78.26333333333334,High Resilience
Interior Design,Law Enforcement,20,29.066666666666663,70.93333333333334,High Resilience
Interior Design Consultant,Construction,20,22.933333333333334,77.06666666666666,High Resilience
Interior Designer,Sales & Marketing,20,23.02,76.98,High Resilience
Lighting Designer,Hospitality,20,25.496666666666663,74.50333333333333,High Resilience
Party Planner,Communication & PR,20,31.436666666666667,68.56333333333333,Medium Resilience
Photographer,Data & IT,20,24.3,75.7,High Resilience
Photography,Administrative & Clerical,20,24.78333333333333,75.21666666666667,High Resilience
Print Designer,Leadership & Strategy,20,29.266666666666666,70.73333333333333,High Resilience
Product Photographer,Medical & Healthcare,20,29.1,70.9,High Resilience
Program Director,Supply Chain & Logistics,20,23.536666666666665,76.46333333333334,High Resilience
Senior Art Director,Law Enforcement,20,29.126666666666665,70.87333333333333,High Resilience
Senior Interior Designer,Construction,20,29.1,70.9,High Resilience
Sports Photographer,Sales & Marketing,20,25.29,74.71000000000001,High Resilience
Studio Photographer,Hospitality,20,24.183333333333334,75.81666666666666,High Resilience
Video Production Assistant,Communication & PR,20,36.79333333333334,63.20666666666666,Medium Resilience
Videographer,Data & IT,20,21.94333333333333,78.05666666666667,High Resilience
Visual Manager,Administrative & Clerical,20,23.426666666666662,76.57333333333334,High Resilience
Certified Diabetes Educator,Leadership & Strategy,20,20.2,79.8,High Resilience
Certified Dietary Manager,Medical & Healthcare,20,20.0,80.0,High Resilience
Certified Medication Aide,Supply Chain & Logistics,20,27.55,72.45,High Resilience
Child Psychiatrist,Law Enforcement,20,22.5,77.5,High Resilience
Clinical Medical Assistant,Construction,20,20.066666666666663,79.93333333333334,High Resilience
Clinical Specialist,Sales & Marketing,20,32.1,67.9,Medium Resilience
Diabetes Educator,Hospitality,20,21.08333333333333,78.91666666666667,High Resilience
EMT,Communication & PR,20,23.883333333333333,76.11666666666667,High Resilience
Emergency Department Technician,Data & IT,20,30.21333333333333,69.78666666666666,Medium Resilience
Emergency Medical Technician,Administrative & Clerical,20,25.39,74.61,High Resilience
Emergency Room Technician,Leadership & Strategy,20,23.24,76.76,High Resilience
Er Technician,Medical & Healthcare,20,30.293333333333333,69.70666666666666,Medium Resilience
Firefighter Paramedic,Supply Chain & Logistics,20,25.766666666666666,74.23333333333333,High Resilience
